Star ID,NGC,Paper,Author Reference,RAJ2000,DEJ2000,Distance (pc),neg_sigma_dist,pos_sigma_dist,Vmag,Vmag_abs,Bmag,Bmag_abs,Imag,Imag_abs,Kmag,Kmag_abs,Teff,logg,age_Kruijssen,Fe/H,Fe/H_e,Fe/H_o,O/Fe,O/Fe_e,Na/Fe,Na/Fe_e,F275W,F275W_abs,F275W_e,F336W,F336W_abs,F336W_e,F438W,F438W_abs,F438W_e,F606W,F606W_abs,F606W_e,F814W,F814W_abs,F814W_e
R0011736,2808,Carretta,48011,137.9500458,-64.87006667,10060,-111,112,,,,,,,,,4360.0,1.28,10.9,-1.123,0.093,-1.14,-0.726,,0.654,,,,,,,,,,,,,,13.0024,-2.010589904,0.0
R0014977,2808,Carretta,48609,138.0693514,-64.86747861,10060,-111,112,,,,,,,,,3863.0,0.44,10.9,-1.135,0.082,-1.14,0.376,,0.066,,20.8357,5.822710096,0.0222,17.631,2.618010096,0.0094,15.3704,0.357410096,0.0,12.8287,-2.184289904,0.0,11.4209,-3.592089904,0.0
R0016679,2808,Carretta,48889,138.0354525,-64.86624083,10060,-111,112,,,,,,,,,3902.0,0.52,10.9,-1.141,0.07,-1.14,-0.138,,0.417,,21.3513,6.338310096,0.0316,18.1078,3.094810096,0.0158,15.5042,0.491210096,0.0,13.1025,-1.910489904,0.0,11.8413,-3.171689904,0.0
R0018094,2808,Carretta,49122,137.9808125,-64.86524444,10060,-111,112,,,,,,,,,4570.0,1.63,10.9,-1.171,0.102,-1.14,0.162,,0.296,,19.8701,4.857110096,0.0221,17.3095,2.296510096,0.0095,16.3433,1.330310096,0.0066,14.6187,-0.394289904,0.0,13.5967,-1.416289904,0.0
R0021965,2808,Carretta,49753,138.0287333,-64.86263056,10060,-111,112,,,,,,,,,4321.0,1.21,10.9,-1.18,0.066,-1.14,0.029,,0.244,,20.5956,5.582610096,0.0206,17.6249,2.611910096,0.0075,16.2955,1.282510096,0.0067,14.0165,-0.996489904,0.0,12.8641,-2.148889904,0.0
R0027538,2808,Carretta,50685,138.0578208,-64.85852778,10060,-111,112,,,,,,,,,4414.0,1.39,10.9,-1.134,0.099,-1.14,0.415,,-0.036,,19.9798,4.966810096,0.0184,17.1602,2.147210096,0.0045,15.9963,0.983310096,0.0066,14.1752,-0.837789904,0.0,13.1,-1.912989904,0.0
R0030472,2808,Carretta,51256,137.9799792,-64.85603889,10060,-111,112,,,,,,,,,4428.0,1.4,10.9,-1.155,0.079,-1.14,0.024,,0.25,,19.9409,4.927910096,0.0094,17.2369,2.223910096,0.0032,16.0287,1.015710096,0.0107,,,,13.1651,-1.847889904,0.0
R0031387,2808,Carretta,51454,138.0094644,-64.8551425,10060,-111,112,,,,,,,,,3900.0,0.51,10.9,-1.178,0.069,-1.14,0.374,,0.084,,20.1433,5.130310096,0.0182,17.5222,2.509210096,0.0056,15.4538,0.440810096,0.0,12.3361,-2.676889904,0.0,10.8173,-4.195689904,0.0
R0031591,2808,Carretta,51499,138.0306233,-64.85494444,10060,-111,112,,,,,,,,,3935.0,0.57,10.9,-1.214,0.074,-1.14,0.357,,0.098,,20.6909,5.677910096,0.0238,17.4914,2.478410096,0.0089,15.4366,0.423610096,0.0,12.972,-2.040989904,0.0,11.6216,-3.391389904,0.0
R0031670,2808,Carretta,51519,137.9867417,-64.85486111,10060,-111,112,,,,,,,,,4267.0,1.13,10.9,-1.153,0.071,-1.14,0.344,,-0.112,,20.1251,5.112110096,0.015,17.0858,2.072810096,0.0067,15.706,0.693010096,0.0,13.851,-1.161989904,0.0,12.7334,-2.279589904,0.0
R0033484,2808,Carretta,51983,138.0104325,-64.85279667,10060,-111,112,,,,,,,,,3884.0,0.48,10.9,-1.148,0.078,-1.14,-0.125,,0.419,,20.335,5.322010096,0.017,17.6436,2.630610096,0.0077,15.4774,0.464410096,0.0,12.9845,-2.028489904,0.0,11.5788,-3.434189904,0.0
R0033603,2808,Carretta,52006,138.075425,-64.85264444,10060,-111,112,,,,,,,,,4349.0,1.27,10.9,-1.12,0.09,-1.14,-0.913,,0.639,,,,,,,,,,,13.9812,-1.031789904,0.0,12.9237,-2.089289904,0.0
R0033717,2808,Carretta,52048,138.0240417,-64.8525,10060,-111,112,,,,,,,,,4298.0,1.17,10.9,-1.134,0.088,-1.14,0.277,,0.043,,20.5426,5.529610096,0.0883,17.2915,2.278510096,0.0078,15.9327,0.919710096,0.006,13.8967,-1.116289904,0.0,12.7553,-2.257689904,0.0
R0035565,2808,Carretta,52647,138.051175,-64.84988611,10060,-111,112,,,,,,,,,4461.0,1.45,10.9,-1.111,0.099,-1.14,0.259,,0.078,,20.0013,4.988310096,0.03,17.2035,2.190510096,0.01,16.1345,1.121510096,0.0067,14.3716,-0.641389904,0.0,13.3018,-1.711189904,0.0
R0036201,2808,Carretta,52891,138.0131958,-64.84880833,10060,-111,112,,,,,,,,,4369.0,1.3,10.9,-1.153,0.079,-1.14,0.034,,0.268,,20.0071,4.994110096,0.0175,17.2148,2.201810096,0.0165,15.9513,0.938310096,0.0106,14.047,-0.965989904,0.0,12.9463,-2.066689904,0.0
R0037117,2808,Carretta,53284,138.0061958,-64.84704167,10060,-111,112,,,,,,,,,4082.0,0.81,10.9,-1.147,0.089,-1.14,0.341,,-0.111,,20.3694,5.356410096,0.0234,17.2156,2.202610096,0.0055,15.4434,0.430410096,0.0,13.2304,-1.782589904,0.0,11.9997,-3.013289904,0.0
R0039886,2808,Carretta,55354,138.0430583,-64.83780833,10060,-111,112,,,,,,,,,4486.0,1.49,10.9,-1.096,0.094,-1.14,-0.082,,0.339,,19.7826,4.769610096,0.0226,17.2806,2.267610096,0.0108,16.1689,1.155910096,0.0094,14.4609,-0.552089904,0.0,13.4042,-1.608789904,0.0
R0334321,2808,Carretta,55822,138.0507375,-64.83553611,10060,-111,112,,,,,,,,,4759.0,1.97,10.9,-1.108,0.072,-1.14,-0.644,,0.608,,19.4003,4.387310096,0.0136,17.4286,2.415610096,0.0094,16.6989,1.685910096,0.0164,,,,,,
R0000135,3201,Carretta,539003,154.4293917,-46.43887778,4737,-42,43,14.351,0.973483076,15.425,2.047483076,,,11.144,-2.233516924,4626.0,1.9,11.25,-1.471,0.173,-1.42,0.041,,0.098,0.017,,,,,,,,,,13.9544,0.576883076,0.0,12.8936,-0.483916924,0.0
R0000409,3201,Carretta,542040,154.4015708,-46.43036667,4737,-42,43,14.845,1.467483076,15.851,2.473483076,,,11.853,-1.524516924,4753.0,2.21,11.25,-1.43,0.145,-1.42,0.373,0.173,0.001,0.065,18.4266,5.049083076,0.0229,16.3737,2.996183076,0.0036,15.9226,2.545083076,0.0049,14.4542,1.076683076,0.0,13.4647,0.087183076,0.0
R0000483,3201,Carretta,542579,154.425875,-46.42903611,4737,-42,43,15.559,2.181483076,16.524,3.146483076,,,12.62,-0.757516924,4890.0,2.52,11.25,-1.543,0.171,-1.42,-0.022,,0.432,0.05,18.6746,5.297083076,0.0104,17.0007,3.623183076,0.005,16.5807,3.203183076,0.0005,15.2036,1.826083076,0.0,14.2312,0.853683076,0.0
R0000712,3201,Carretta,543875,154.3622583,-46.42525556,4737,-42,43,15.903,2.525483076,16.773,3.395483076,,,13.176,-0.201516924,4989.0,2.78,11.25,-1.555,0.114,-1.42,0.142,,,,,,,,,,,,,15.537,2.159483076,0.0,14.6342,1.256683076,0.0
R0000761,3201,Carretta,544181,154.37665,-46.42443333,4737,-42,43,14.796,1.418483076,15.767,2.389483076,,,11.908,-1.469516924,4763.0,2.25,11.25,-1.541,0.139,-1.42,0.049,0.247,0.249,0.082,18.1591,4.781583076,0.0036,16.3086,2.931083076,0.0102,15.8346,2.457083076,0.0022,14.4166,1.039083076,0.0,13.4613,0.083783076,0.0
R0000897,3201,Carretta,544916,154.399425,-46.42249444,4737,-42,43,14.652,1.274483076,15.642,2.264483076,,,11.741,-1.636516924,4733.0,2.18,11.25,-1.432,0.143,-1.42,0.385,0.005,-0.196,0.072,18.1686,4.791083076,0.0144,16.1506,2.773083076,0.0029,15.7139,2.336383076,0.0051,14.2951,0.917583076,0.0,13.3216,-0.055916924,0.0
R0001135,3201,Carretta,546096,154.3837042,-46.41942222,4737,-42,43,14.205,0.827483076,15.251,1.873483076,,,11.168,-2.209516924,4630.0,1.93,11.25,-1.568,0.112,-1.42,0.286,0.091,-0.063,0.06,18.0139,4.636383076,0.0137,15.8744,2.496883076,0.012,15.3377,1.960183076,0.0,13.8508,0.473283076,0.0,12.8344,-0.543116924,0.0
R0001412,3201,Carretta,547469,154.3873667,-46.41588889,4737,-42,43,15.681,2.303483076,16.566,3.188483076,,,12.982,-0.395516924,4955.0,2.7,11.25,-1.525,0.148,-1.42,0.3,,0.142,0.065,18.5164,5.138883076,0.0052,16.929,3.551483076,0.0074,16.6079,3.230383076,0.0053,15.3089,1.931383076,0.0,14.3885,1.010983076,0.0
R0001459,3201,Carretta,547791,154.4136708,-46.41514167,4737,-42,43,15.702,2.324483076,16.61,3.232483076,,,12.995,-0.382516924,4957.0,2.71,11.25,-1.512,0.145,-1.42,0.213,,0.33,,18.6171,5.239583076,0.0124,16.9852,3.607683076,0.0035,16.6705,3.292983076,0.0002,15.3444,1.966883076,0.0,14.4159,1.038383076,0.0
R0001566,3201,Carretta,548152,154.3601292,-46.41403056,4737,-42,43,12.911,-0.466516924,14.209,0.831483076,,,9.385,-3.992516924,4311.0,1.17,11.25,-1.507,0.178,-1.42,0.196,0.035,0.163,0.026,,,,,,,,,,12.4928,-0.884716924,0.0,11.3395,-2.038016924,0.0
R0001841,3201,Carretta,549551,154.430425,-46.41079444,4737,-42,43,13.783,0.405483076,14.91,1.532483076,,,10.648,-2.729516924,4537.0,1.71,11.25,-1.581,0.112,-1.42,0.075,,0.416,0.019,18.0287,4.651183076,0.0098,15.7817,2.404183076,0.0083,15.0088,1.631283076,0.0,13.4354,0.057883076,0.0,12.4019,-0.975616924,0.0
R0002126,3201,Carretta,550719,154.4230708,-46.40770833,4737,-42,43,15.418,2.040483076,16.359,2.981483076,,,12.731,-0.646516924,4910.0,2.6,11.25,-1.547,0.116,-1.42,-0.351,,0.93,,18.3853,5.007783076,0.0018,16.7121,3.334583076,0.0096,16.397,3.019483076,0.0011,15.0783,1.700783076,0.0,14.1629,0.785383076,0.0
R0002140,3201,Carretta,550783,154.4387042,-46.40758056,4737,-42,43,13.912,0.534483076,15.005,1.627483076,,,10.827,-2.550516924,4569.0,1.79,11.25,-1.506,0.17,-1.42,0.335,0.098,0.264,0.131,,,,,,,,,,13.571,0.193483076,0.0,12.5433,-0.834216924,0.0
R0002678,3201,Carretta,553698,154.4059917,-46.40022778,4737,-42,43,14.672,1.294483076,15.611,2.233483076,,,11.9,-1.477516924,4761.0,2.26,11.25,-1.562,0.085,-1.42,0.238,,-0.122,,17.7312,4.353683076,0.012,15.9554,2.577883076,0.0128,15.6422,2.264683076,0.0005,14.3376,0.960083076,0.0,13.4016,0.024083076,0.0
R0002963,3201,Carretta,555643,154.4315667,-46.39513889,4737,-42,43,14.631,1.253483076,15.662,2.284483076,,,11.658,-1.719516924,4718.0,2.14,11.25,-1.454,0.207,-1.42,-0.239,,0.337,,18.1058,4.728283076,0.0003,16.2445,2.866983076,0.0,,,,14.268,0.890483076,0.0,13.3016,-0.075916924,0.0
R0003405,3201,Carretta,559537,154.3958042,-46.38276389,4737,-42,43,15.609,2.231483076,16.53,3.152483076,,,12.867,-0.510516924,4934.0,2.65,11.25,-1.523,0.137,-1.42,0.233,,0.14,,,,,,,,,,,15.2828,1.905283076,0.0,14.3451,0.967583076,0.0
R0000054,4590,Carretta,7183,189.8534458,-26.76908611,10404,-99,100,14.481,-0.605001718,15.404,0.317998282,,,11.963,-3.123001718,4699.0,1.66,12.17,-2.305,0.126,-2.19,0.361,,0.17,0.022,17.6106,2.524598282,0.0347,15.8052,0.719198282,0.0142,15.4328,0.346798282,0.0048,14.222,-0.864001718,0.0,13.3706,-1.715401718,0.0
R0000063,4590,Carretta,7337,189.8747417,-26.76759444,10404,-99,100,15.433,0.346998282,16.244,1.157998282,,,13.04,-2.046001718,4894.0,2.11,12.17,-2.173,0.204,-2.19,0.761,,-0.349,,,,,,,,,,,15.1958,0.109798282,0.0,14.4155,-0.670501718,0.0
R0000291,4590,Carretta,8727,189.8435542,-26.75673611,10404,-99,100,15.733,0.646998282,16.5,1.413998282,,,13.417,-1.669001718,4956.0,2.27,12.17,-2.187,0.16,-2.19,0.218,,,,17.82,2.733998282,0.0,16.6176,1.531598282,0.0041,16.5318,1.445798282,0.0,15.5019,0.415898282,0.0,14.744,-0.342001718,0.0
R0000317,4590,Carretta,8807,189.8684667,-26.75622778,10404,-99,100,14.941,-0.145001718,15.785,0.698998282,,,12.591,-2.495001718,4793.0,1.93,12.17,-2.237,0.072,-2.19,0.04,,0.199,0.047,17.6037,2.517698282,0.0032,16.0746,0.988598282,0.0127,15.8165,0.730498282,0.0048,14.7047,-0.381301718,0.0,13.8989,-1.187101718,0.0
R0000617,4590,Carretta,9711,189.878925,-26.75019444,10404,-99,100,14.83,-0.256001718,15.674,0.587998282,,,12.437,-2.649001718,4771.0,1.87,12.17,-2.181,0.19,-2.19,0.45,,0.308,0.182,17.59,2.503998282,0.0231,15.9916,0.905598282,0.0051,15.7096,0.623598282,0.0022,14.5927,-0.493301718,0.0,13.7767,-1.309301718,0.0
R0000663,4590,Carretta,9844,189.8622417,-26.74934167,10404,-99,100,15.173,0.086998282,15.992,0.905998282,,,12.719,-2.367001718,4841.0,1.97,12.17,-2.269,0.058,-2.19,0.557,,0.303,0.053,17.6656,2.579598282,0.0044,16.2172,1.131198282,0.0066,16.029,0.942998282,0.0004,14.9298,-0.156201718,0.0,14.1456,-0.940401718,0.0
R0000808,4590,Carretta,10193,189.898525,-26.74706111,10404,-99,100,15.14,0.053998282,15.963,0.876998282,,,12.726,-2.360001718,4834.0,1.98,12.17,-2.282,0.094,-2.19,0.385,,0.289,0.117,,,,,,,,,,14.9091,-0.176901718,0.0,14.1183,-0.967701718,0.0
R0001206,4590,Carretta,11003,189.8789875,-26.74211944,10404,-99,100,14.717,-0.369001718,15.574,0.487998282,,,12.263,-2.823001718,4747.0,1.79,12.17,-2.176,0.183,-2.19,0.085,,0.287,0.072,17.5447,2.458698282,0.0032,15.9307,0.844698282,0.0141,15.5988,0.512798282,0.0008,14.4664,-0.619601718,0.0,13.6419,-1.444101718,0.0
R0001366,4590,Carretta,11392,189.846275,-26.73985833,10404,-99,100,15.128,0.041998282,15.932,0.845998282,,,12.794,-2.292001718,4832.0,2.02,12.17,-2.214,0.115,-2.19,0.175,,0.556,0.19,17.6704,2.584398282,0.0118,16.1861,1.100098282,0.0045,16.0002,0.914198282,0.0015,14.903,-0.183001718,0.0,14.1116,-0.974401718,0.0
R0001662,4590,Carretta,12120,189.8582042,-26.73526389,10404,-99,100,15.137,0.050998282,15.963,0.876998282,,,12.79,-2.296001718,4833.0,2.01,12.17,-2.304,0.068,-2.19,0.475,,0.009,,17.6608,2.574798282,0.0031,16.1662,1.080198282,0.0314,16.0184,0.932398282,0.0101,14.8978,-0.188201718,0.0,14.1021,-0.983901718,0.0
R0001773,4590,Carretta,12521,189.8820167,-26.73280833,10404,-99,100,14.702,-0.384001718,15.566,0.479998282,,,12.281,-2.805001718,4744.0,1.8,12.17,-2.244,0.104,-2.19,0.531,,0.036,0.245,17.6042,2.518198282,0.0065,15.8955,0.809498282,0.0047,15.6042,0.518198282,0.001,14.4548,-0.631201718,0.0,13.644,-1.442001718,0.0
R0001902,4590,Carretta,13072,189.8586917,-26.72928333,10404,-99,100,15.51,0.423998282,16.287,1.200998282,,,13.233,-1.853001718,4910.0,2.2,12.17,-2.211,0.126,-2.19,0.574,,0.3,0.099,17.7659,2.679898282,0.0074,16.4437,1.357698282,0.0032,16.3079,1.221898282,0.0071,15.2776,0.191598282,0.0,14.5082,-0.577801718,0.0
R0002149,4590,Carretta,15159,189.8679167,-26.70959722,10404,-99,100,16.011,0.924998282,16.736,1.649998282,,,13.811,-1.275001718,5013.0,2.44,12.17,-2.291,0.125,-2.19,0.558,,0.703,0.086,,,,,,,,,,15.7785,0.692498282,0.0,15.0459,-0.040101718,0.0
